Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document,Date
"The III is deeply saddened at the passing of  CEO Brian Thompson this morning. Thompson was a  graduate, and worked with many in our organization and the insurance industry. Our hearts go out to Brian’s loved ones and UnitedHealthcare employees.",6,6_andrew_died_unitedhealth_news,"['andrew', 'died', 'unitedhealth', 'news', 'hawkeye', 'rest', 'leader', 'support', 'condolences', 'hope']","['In response to the incident, UnitedHealthcare issued a statement. The company wrote, “We are deeply saddened and shocked at the passing of our dear friend and colleague Brian Thompson, the CEO of UnitedHealthcare. Brian was a highly respected colleague and friend to all who…', 'UnitedHealth Group CEO Andrew Witty has issued an emotional tribute to Brian Thompson, the head of the group’s insurance arm, UnitedHealthcare, following Thompson’s death at the hands of a gunman.', 'The full statement from UnitedHealth Group regarding their colleague Brian Thompson:\r\n\r\nUnitedHealth Group Statement on Our Friend and Colleague Brian Thompson \r\nDecember 05, 2024\r\n\r\nUnitedHealth Group today issued the following statement:\r\n\r\n""While our hearts are broken, we have been…']",andrew - died - unitedhealth - news - hawkeye - rest - leader - support - condolences - hope,False,12/4/2024 20:15
"Really thinking about Brian Thompson’s family and what is most important in times like these:

What was their Deductible?

Was ambulance in network?

Was hospital in network?

Was doctor at hospital in network?

Hope the bill is not too high in this time of grief.",20,20_bill_poor_socialists_based,"['bill', 'poor', 'socialists', 'based', 'companies', 'employees', 'evidence', 'payer', 'hospital', 'cause']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'This is who Luigi shot\r\n\r\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…']",bill - poor - socialists - based - companies - employees - evidence - payer - hospital - cause,False,12/4/2024 20:03
"Brian Thompson is the latest victim of the rampant #Antisemitism that has been sweeping America since #October7th. Thoughts and prayers for him and his family, alav ha-shalom. #StopAntisemitism #BrianThompsom #SayHisName",10,10_grieving_condolences_whistleblower_brianthompsom,"['grieving', 'condolences', 'whistleblower', 'brianthompsom', 'died', 'mourn', 'everyone', 'death', 'sad', 'devastating']","[""Brian Thompson and his family live in the next town over from me. His wife and two boys are going to sleep tonight after enduring the worst day of their lives. They'll never have a normal holiday season ever again. Millions of people watched their husband & dad get killed.\r\n\r\nShit…"", 'A day that shall live in infamy: December 4, 2024: Brian Thompson rendered deceased:   The greatest love: John 15:13. Holding Genesis 9:6 accountable. God’s armies intended: second amendment:\r\nDavid’s/Goliath.', ""This is ghastly. Seek Jesus, repent. 1 second here, next second crossing over. Where would you land if your time was up today?\r\nJesus Christ is my Lord and Savior!\r\nGodspeed Brian Thompson. May God's grace surround his family.""]",grieving - condolences - whistleblower - brianthompsom - died - mourn - everyone - death - sad - devastating,False,12/4/2024 20:03
Shocking surveillance footage obtained by  reveals the moment UnitedHealthcare CEO Brian Thompson was shot dead outside Manhattan's Hilton Hotel.  ⬇️ Sickening! 🙏😢💔,1,1_unitedhealth_family_visionary_healthcare,"['unitedhealth', 'family', 'visionary', 'healthcare', 'health', 'company', 'leader', 'care', 'paulette', 'prayers']","['🚨 JUST IN: Surveillance Footage Shows UnitedHealthcare CEO Fatally Shot:  \r\n\r\nBrian Thompson was gunned down outside the Hilton Hotel in Midtown Manhattan. A truly tragic and heartbreaking incident. 🇺🇸 🙏🏾', '🚨WIFE OF SLAIN UNITEDHEALTHCARE CEO REVEALS HE RECEIVED THREATS BEFORE SHOOTING\r\n\r\nPaulette Thompson, wife of UnitedHealthcare CEO Brian Thompson, disclosed that her husband had been receiving threats before he was fatally shot outside a Midtown Manhattan hotel.\r\n\r\nIn her first…', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']",unitedhealth - family - visionary - healthcare - health - company - leader - care - paulette - prayers,False,12/4/2024 19:51
"First off...condolences to Brian Thompson's family. 

Saw the unblurred video floating around. Supressed pistol in a calm user's hands. Either it's 100% a hit or crackheads have expensive hobbies in NYC  

Video in comments so those that don't want to watch can skip it.",8,8_condolences_killer_assassin_news,"['condolences', 'killer', 'assassin', 'news', 'shot', 'bullet', 'bullets', 'incident', 'god', 'colleagues']","['JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\r\n\r\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Someone killed $Brian Thompson \r\n\r\nBrian has a family and two innocent children 🧒 so he deserves justice..\r\nJustice for #BrianThompson \r\n\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'Justice for Brian Thompson.']",condolences - killer - assassin - news - shot - bullet - bullets - incident - god - colleagues,False,12/4/2024 19:51
"🚨 Tragic Loss in NYC 

Brian Thompson, the respected CEO of UnitedHealthcare, was tragically shot and killed in what appears to be a targeted attack outside the Midtown Hilton in Manhattan this morning. 

The assailant, who used a silencer and fled on a bicycle, remains at…",1,1_unitedhealth_family_visionary_healthcare,"['unitedhealth', 'family', 'visionary', 'healthcare', 'health', 'company', 'leader', 'care', 'paulette', 'prayers']","['🚨 JUST IN: Surveillance Footage Shows UnitedHealthcare CEO Fatally Shot:  \r\n\r\nBrian Thompson was gunned down outside the Hilton Hotel in Midtown Manhattan. A truly tragic and heartbreaking incident. 🇺🇸 🙏🏾', '🚨WIFE OF SLAIN UNITEDHEALTHCARE CEO REVEALS HE RECEIVED THREATS BEFORE SHOOTING\r\n\r\nPaulette Thompson, wife of UnitedHealthcare CEO Brian Thompson, disclosed that her husband had been receiving threats before he was fatally shot outside a Midtown Manhattan hotel.\r\n\r\nIn her first…', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']",unitedhealth - family - visionary - healthcare - health - company - leader - care - paulette - prayers,False,12/4/2024 19:51
"In order for the silencer to work the shooter fired subsonic bullets. Subsonic bullets don’t eject themselves. He had to manually eject it after each shot. Killer is a professional.
RIP Brian Thompson. Prayers for him and his family. This was horrific! 😢
…",8,8_condolences_killer_assassin_news,"['condolences', 'killer', 'assassin', 'news', 'shot', 'bullet', 'bullets', 'incident', 'god', 'colleagues']","['JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\r\n\r\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Someone killed $Brian Thompson \r\n\r\nBrian has a family and two innocent children 🧒 so he deserves justice..\r\nJustice for #BrianThompson \r\n\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'Justice for Brian Thompson.']",condolences - killer - assassin - news - shot - bullet - bullets - incident - god - colleagues,False,12/4/2024 19:46
"WHERE IS THE PRESIDENT ON THE EVENS OF TODAY FOR BRIAN THOMPSON???????

HE WAS ASSASSINATED 
$brian
#justiceforbrian",8,8_condolences_killer_assassin_news,"['condolences', 'killer', 'assassin', 'news', 'shot', 'bullet', 'bullets', 'incident', 'god', 'colleagues']","['JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\r\n\r\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Someone killed $Brian Thompson \r\n\r\nBrian has a family and two innocent children 🧒 so he deserves justice..\r\nJustice for #BrianThompson \r\n\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'Justice for Brian Thompson.']",condolences - killer - assassin - news - shot - bullet - bullets - incident - god - colleagues,False,12/4/2024 19:41
"Wife - “my husband was receiving threats in his life, I do not know what those threats were”

🤔🤔

RIP Brian Thompson",13,13_healthcare_ceos_sympathy_condolences,"['healthcare', 'ceos', 'sympathy', 'condolences', 'fatally', 'tragically', 'husband', 'killed', 'death', 'colleague']","['To The Family Of Fallen Chief Executive Officer Brian Thompson, UHC, Who Leaves Behind A Wife And Two Sons, My Deepest Condolences To You For Your Loss. That Was So UNHOLY What That Assassin Did. Shooting An Unarmed Man From Behind, In The Back And In The Hind Leg!', 'Brian Thompson, a well-respected healthcare CEO, was tragically killed in New York. His passing has sent shockwaves through the healthcare community, where he was known for his dedication and innovative leadership. The industry has mourned his loss deeply, with many colleagues an', ""It's sad to see that UHC CEO Brian Thompson was shot to death today. It's unthinkable. \r\n\r\nWhat's worse is that in today's NYC, if he had been able to take down the assassin and chokehold him until police arrived, he'd eventually be facing an unfair trial like Daniel Penny.""]",healthcare - ceos - sympathy - condolences - fatally - tragically - husband - killed - death - colleague,False,12/4/2024 19:40
"“The wife of slain health insurance CEO Brian Thompson said Wednesday that her husband had been getting threats before he was gunned down in Midtown Manhattan” - Isabel Keane, NYP",1,1_unitedhealth_family_visionary_healthcare,"['unitedhealth', 'family', 'visionary', 'healthcare', 'health', 'company', 'leader', 'care', 'paulette', 'prayers']","['🚨 JUST IN: Surveillance Footage Shows UnitedHealthcare CEO Fatally Shot:  \r\n\r\nBrian Thompson was gunned down outside the Hilton Hotel in Midtown Manhattan. A truly tragic and heartbreaking incident. 🇺🇸 🙏🏾', '🚨WIFE OF SLAIN UNITEDHEALTHCARE CEO REVEALS HE RECEIVED THREATS BEFORE SHOOTING\r\n\r\nPaulette Thompson, wife of UnitedHealthcare CEO Brian Thompson, disclosed that her husband had been receiving threats before he was fatally shot outside a Midtown Manhattan hotel.\r\n\r\nIn her first…', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']",unitedhealth - family - visionary - healthcare - health - company - leader - care - paulette - prayers,False,12/4/2024 19:37
"Minnesota Governor Tim Walz reacts to the death of UnitedHealthcare CEO Brian Thompson's murder. 

Walz, 60, took to X to react to the 'horrifying news' that Thompson, 50, had been shot and killed in New York City.

'This is horrifying news and a terrible loss for the business…",1,1_unitedhealth_family_visionary_healthcare,"['unitedhealth', 'family', 'visionary', 'healthcare', 'health', 'company', 'leader', 'care', 'paulette', 'prayers']","['🚨 JUST IN: Surveillance Footage Shows UnitedHealthcare CEO Fatally Shot:  \r\n\r\nBrian Thompson was gunned down outside the Hilton Hotel in Midtown Manhattan. A truly tragic and heartbreaking incident. 🇺🇸 🙏🏾', '🚨WIFE OF SLAIN UNITEDHEALTHCARE CEO REVEALS HE RECEIVED THREATS BEFORE SHOOTING\r\n\r\nPaulette Thompson, wife of UnitedHealthcare CEO Brian Thompson, disclosed that her husband had been receiving threats before he was fatally shot outside a Midtown Manhattan hotel.\r\n\r\nIn her first…', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']",unitedhealth - family - visionary - healthcare - health - company - leader - care - paulette - prayers,False,12/4/2024 19:37
